title,location,company,salary
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Robotics Localization Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Robotics Localization Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Bioinformatics Analyst,"Pittsburgh, PA 15219 (Middle Hill area)",Plus Consulting,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Environmental Scientist/Ecologist,"Canonsburg, PA","Alliance Consulting, Inc.",
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Robotics Localization Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Robotics Localization Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,"$74,000 - $100,000 a year (Indeed est.)"
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,"$110,000 - $147,000 a year (Indeed est.)"
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,"$68,000 - $97,000 a year (Indeed est.)"
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,"$95,000 - $127,000 a year (Indeed est.)"
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,"$95,000 - $128,000 a year (Indeed est.)"
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Advanced Data Processing,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Robotics Localization Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Robotics Localization Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Robotics Localization Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Robotics Localization Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,"$74,000 - $100,000 a year (Indeed est.)"
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,"$110,000 - $147,000 a year (Indeed est.)"
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,"$68,000 - $97,000 a year (Indeed est.)"
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,"$95,000 - $127,000 a year (Indeed est.)"
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,"$95,000 - $128,000 a year (Indeed est.)"
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Advanced Data Processing,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Product Manager,"Pittsburgh, PA 15206 (Larimer area)",Govini,"$95,000 - $134,000 a year (Indeed est.)"
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Solutions Architect - Healthcare,"Pittsburgh, PA",Petuum,"$102,000 - $143,000 a year (Indeed est.)"
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,"$74,000 - $100,000 a year (Indeed est.)"
Software Engineer - In Test,"Pittsburgh, PA",Petuum,"$88,000 - $131,000 a year (Indeed est.)"
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,"$95,000 - $127,000 a year (Indeed est.)"
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,"$95,000 - $128,000 a year (Indeed est.)"
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,"$68,000 - $97,000 a year (Indeed est.)"
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Advanced Data Processing,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Robotics Localization Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Robotics Localization Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,"$74,000 - $100,000 a year (Indeed est.)"
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,"$110,000 - $147,000 a year (Indeed est.)"
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,"$68,000 - $97,000 a year (Indeed est.)"
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,"$95,000 - $127,000 a year (Indeed est.)"
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,"$95,000 - $128,000 a year (Indeed est.)"
Senior Product Manager,"Pittsburgh, PA 15206 (Larimer area)",Govini,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Solutions Architect - Healthcare,"Pittsburgh, PA",Petuum,
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
Bioinformatics Analyst,"Pittsburgh, PA 15219 (Middle Hill area)",Plus Consulting,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Environmental Scientist/Ecologist,"Canonsburg, PA","Alliance Consulting, Inc.",
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
Bioinformatics Analyst,"Pittsburgh, PA 15219 (Middle Hill area)",Plus Consulting,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Environmental Scientist/Ecologist,"Canonsburg, PA","Alliance Consulting, Inc.",
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Advanced Data Processing,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Product Manager,"Pittsburgh, PA 15206 (Larimer area)",Govini,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Solutions Architect - Healthcare,"Pittsburgh, PA",Petuum,
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
Bioinformatics Analyst,"Pittsburgh, PA 15219 (Middle Hill area)",Plus Consulting,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Environmental Scientist/Ecologist,"Canonsburg, PA","Alliance Consulting, Inc.",
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Robotics Localization Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Robotics Localization Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Bioinformatics Analyst,"Pittsburgh, PA 15219 (Middle Hill area)",Plus Consulting,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Environmental Scientist/Ecologist,"Canonsburg, PA","Alliance Consulting, Inc.",
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Robotics Localization Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Advanced Data Processing,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Robotics Localization Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,"$74,000 - $100,000 a year (Indeed est.)"
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,"$110,000 - $147,000 a year (Indeed est.)"
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,"$68,000 - $97,000 a year (Indeed est.)"
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,"$95,000 - $127,000 a year (Indeed est.)"
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,"$95,000 - $128,000 a year (Indeed est.)"
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Robotics Localization Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Robotics Software Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Senior Software Engineer - Machine Learning,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Bioinformatics Analyst,"Pittsburgh, PA 15219 (Middle Hill area)",Plus Consulting,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Environmental Scientist/Ecologist,"Canonsburg, PA","Alliance Consulting, Inc.",
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
Senior Product Manager,"Pittsburgh, PA 15206 (Larimer area)",Govini,"$95,000 - $134,000 a year (Indeed est.)"
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Solutions Architect - Healthcare,"Pittsburgh, PA",Petuum,"$102,000 - $143,000 a year (Indeed est.)"
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,"$74,000 - $100,000 a year (Indeed est.)"
Software Engineer - In Test,"Pittsburgh, PA",Petuum,"$88,000 - $131,000 a year (Indeed est.)"
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,"$95,000 - $127,000 a year (Indeed est.)"
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,"$95,000 - $128,000 a year (Indeed est.)"
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,"$68,000 - $97,000 a year (Indeed est.)"
Senior Product Manager,"Pittsburgh, PA 15206 (Larimer area)",Govini,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Solutions Architect - Healthcare,"Pittsburgh, PA",Petuum,
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
Bioinformatics Analyst,"Pittsburgh, PA 15219 (Middle Hill area)",Plus Consulting,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,"$74,000 - $100,000 a year (Indeed est.)"
Environmental Scientist/Ecologist,"Canonsburg, PA","Alliance Consulting, Inc.",
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,"$88,000 - $131,000 a year (Indeed est.)"
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,"$95,000 - $127,000 a year (Indeed est.)"
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,"$95,000 - $128,000 a year (Indeed est.)"
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,"$68,000 - $97,000 a year (Indeed est.)"
Bioinformatics Analyst,"Pittsburgh, PA 15219 (Middle Hill area)",Plus Consulting,
Senior Software Developer,"Pittsburgh, PA",Invent Analytics,
Environmental Scientist/Ecologist,"Canonsburg, PA","Alliance Consulting, Inc.",
AI Solutions Engineer - Industrial AI,"Pittsburgh, PA",Petuum,
Senior Engineering Manager - Machine Learning,"Pittsburgh, PA",Petuum,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Autonomy,"Warrendale, PA",Neya Systems,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
Senior Software Engineer - Autonomy,"Warrendale, PA 15086",Neya Systems LLC,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
Machine Learning and Computer Vision Engineer,"Warrendale, PA 15086",Neya Systems LLC,
Software Engineer - In Test,"Pittsburgh, PA",Petuum,
Senior Software Engineer - Advanced Data Processing,"Pittsburgh, PA",Petuum,
Electrical Engineer,"Saxonburg, PA 16056",Gaven Industries Inc,
"Splunk Engineer/Architect-Pittsburgh, PA","Pittsburgh, PA 15201 (Central Lawrenceville area)",iSenpai,
